DRIVER_ID,amin,amax,Nmonths,Gender,Age,ZIP,OdoStart,OdoEnd,DeltaOdo,DeltaDays,AnnualMileage,ClaimTot,ClaimFlag
10282,2013-02-11 00:00:00,2013-09-16 00:00:00,8,F,29,44730.0,36509,45362,8853,217 days 00:00:00.000000000,14901.1900921659,,0
10283,2012-09-15 00:00:00,2012-12-14 00:00:00,4,F,29,44730.0,108458,112794,4336,90 days 00:00:00.000000000,17596.933333333334,,0
10284,2012-05-26 00:00:00,2013-09-18 00:00:00,17,M,65,45430.0,16341,29920,13579,480 days 00:00:00.000000000,10332.7703125,,0
10285,2011-10-08 00:00:00,2012-03-09 00:00:00,5,M,62,44256.0,1639,12293,10654,153 days 00:00:00.000000000,25433.813725490196,2871.65,1
10286,2010-04-24 00:00:00,2011-05-19 00:00:00,14,F,45,43229.0,250,8421,8171,390 days 00:00:00.000000000,7652.455769230769,,0
10287,2013-02-28 00:00:00,2013-08-27 00:00:00,6,M,78,44484.0,5368,7389,2021,180 days 00:00:00.000000000,4100.945833333333,,0
10288,2010-12-12 00:00:00,2011-05-11 00:00:00,6,F,23,45011.0,1737,8600,6863,150 days 00:00:00.000000000,16711.405000000002,,0
10289,2009-10-15 00:00:00,2010-04-14 00:00:00,7,M,70,44216.0,19752,23405,3653,181 days 00:00:00.000000000,7371.592541436464,,0
10290,2013-06-04 00:00:00,2013-09-03 00:00:00,4,M,77,44145.0,63968,65347,1379,91 days 00:00:00.000000000,5534.942307692308,,0
10291,2013-08-10 00:00:00,2013-08-10 00:00:00,1,F,62,44011.0,12799,12799,0,0 days 00:00:00.000000000,,,0
10292,2012-03-19 00:00:00,2013-08-11 00:00:00,18,F,30,44109.0,63755,74779,11024,510 days 00:00:00.000000000,7895.129411764706,,0
10293,2013-03-21 00:00:00,2013-08-18 00:00:00,6,M,83,44721.0,50714,54568,3854,150 days 00:00:00.000000000,9384.49,,0
10294,2013-01-04 00:00:00,2013-09-01 00:00:00,9,M,46,45432.0,86107,95088,8981,240 days 00:00:00.000000000,13667.959375,,0
10295,2011-11-03 00:00:00,2012-04-01 00:00:00,6,F,54,44320.0,44870,63899,19029,150 days 00:00:00.000000000,46335.615000000005,,0
10296,2011-10-18 00:00:00,2011-11-04 00:00:00,2,F,51,43050.0,560,983,423,17 days 00:00:00.000000000,9088.279411764706,,0
10297,2010-12-24 00:00:00,2013-08-04 00:00:00,33,M,65,45631.0,278,32397,32119,954 days 00:00:00.000000000,12297.13286163522,5150.56,1
10298,2012-10-23 00:00:00,2013-09-19 00:00:00,12,M,46,44224.0,11645,20543,8898,331 days 00:00:00.000000000,9818.714501510574,,0
10299,2013-01-23 00:00:00,2013-09-19 00:00:00,8,F,66,44511.0,24596,30811,6215,239 days 00:00:00.000000000,9498.028242677825,,0
10300,2009-09-10 00:00:00,2013-09-19 00:00:00,43,M,58,43566.0,3713,23491,19778,1470 days 00:00:00.000000000,4914.227551020408,,0
10301,2011-01-02 00:00:00,2011-06-01 00:00:00,5,F,24,45140.0,22,9193,9171,150 days 00:00:00.000000000,22331.385000000002,,0
10302,2012-08-11 00:00:00,2013-09-05 00:00:00,14,M,28,43551.0,137,24860,24723,390 days 00:00:00.000000000,23154.040384615382,,0
10303,2011-08-05 00:00:00,2013-09-06 00:00:00,25,M,69,44281.0,592,11890,11298,763 days 00:00:00.000000000,5408.380733944955,,0
10304,2012-02-06 00:00:00,2012-03-19 00:00:00,2,M,67,44903.0,3270,3779,509,42 days 00:00:00.000000000,4426.482142857143,,0
10305,2010-06-19 00:00:00,2011-05-15 00:00:00,12,F,42,44224.0,1282,17716,16434,330 days 00:00:00.000000000,18189.45,,0
10306,2010-09-22 00:00:00,2012-07-12 00:00:00,22,,110,45429.0,42548,73363,30815,659 days 00:00:00.000000000,17079.178679817906,510.19,1
10307,2011-05-03 00:00:00,2013-09-14 00:00:00,26,F,76,44622.0,29779,45222,15443,865 days 00:00:00.000000000,6520.873699421965,,0
10308,2012-12-18 00:00:00,2013-09-15 00:00:00,10,M,55,44121.0,54017,60440,6423,271 days 00:00:00.000000000,8656.829335793358,,0
10309,2009-12-01 00:00:00,2012-09-26 00:00:00,30,F,47,45324.0,51369,85972,34603,1030 days 00:00:00.000000000,12270.626941747572,,0
10310,2013-02-27 00:00:00,2013-06-11 00:00:00,4,M,72,45879.0,12349,15026,2677,104 days 00:00:00.000000000,9401.67548076923,,0
10311,2013-07-09 00:00:00,2013-09-07 00:00:00,3,M,72,45879.0,151,2043,1892,60 days 00:00:00.000000000,11517.550000000001,,0
10312,2009-08-18 00:00:00,2013-08-27 00:00:00,48,M,62,45601.0,7563,64094,56531,1470 days 00:00:00.000000000,14046.222959183675,,0
10313,2013-01-07 00:00:00,2013-08-09 00:00:00,7,M,67,44889.0,42227,47120,4893,214 days 00:00:00.000000000,8351.253504672897,,0
10314,2010-05-06 00:00:00,2013-09-07 00:00:00,39,M,44,45840.0,400,52864,52464,1220 days 00:00:00.000000000,15706.947540983607,929.1599999999999,1
10315,2011-05-28 00:00:00,2011-09-24 00:00:00,5,M,64,44614.0,21227,26252,5025,119 days 00:00:00.000000000,15423.371848739494,,0
10316,2011-12-06 00:00:00,2012-10-22 00:00:00,11,M,56,44319.0,302,8233,7931,321 days 00:00:00.000000000,9024.292056074766,,0
10317,2011-08-05 00:00:00,2013-09-24 00:00:00,25,F,58,44129.0,14,17133,17119,781 days 00:00:00.000000000,8006.036811779769,,0
10318,2011-03-12 00:00:00,2013-08-24 00:00:00,28,F,64,43055.0,4914,17509,12595,896 days 00:00:00.000000000,5134.289899553572,12248.43,1
10319,2011-01-19 00:00:00,2012-11-09 00:00:00,22,M,54,44122.0,1013,21094,20081,660 days 00:00:00.000000000,11113.007954545456,,0
10320,2010-06-25 00:00:00,2013-08-05 00:00:00,37,M,68,45247.0,55,25421,25366,1137 days 00:00:00.000000000,8148.576517150395,,0
10321,2010-05-12 00:00:00,2011-05-09 00:00:00,13,M,69,45414.0,37,1878,1841,362 days 00:00:00.000000000,1857.528314917127,,0
10322,2012-04-16 00:00:00,2013-08-26 00:00:00,17,M,40,45177.0,1008,27032,26024,497 days 00:00:00.000000000,19125.28370221328,,0
10323,2010-12-07 00:00:00,2013-08-13 00:00:00,28,F,47,43021.0,1249,52828,51579,980 days 00:00:00.000000000,19223.70382653061,,0
10324,2010-02-25 00:00:00,2013-08-06 00:00:00,41,M,82,44875.0,22968,37823,14855,1258 days 00:00:00.000000000,4313.027623211447,1732.78,1
10325,2009-08-30 00:00:00,2010-05-26 00:00:00,9,F,36,43065.0,32370,39503,7133,269 days 00:00:00.000000000,9685.235130111525,,0
10326,2012-09-15 00:00:00,2013-09-11 00:00:00,13,M,55,43950.0,986,7574,6588,361 days 00:00:00.000000000,6665.559556786703,1334.87,1
10327,2011-05-11 00:00:00,2013-09-11 00:00:00,17,M,64,44256.0,2347,37005,34658,854 days 00:00:00.000000000,14822.991217798595,,0
10328,2011-05-05 00:00:00,2013-09-22 00:00:00,25,M,73,45424.0,60164,78497,18333,871 days 00:00:00.000000000,7687.86251435132,,0
10329,2010-12-01 00:00:00,2011-03-01 00:00:00,3,M,58,45015.0,30168,33277,3109,90 days 00:00:00.000000000,12617.358333333334,,0
10330,2011-07-14 00:00:00,2011-11-22 00:00:00,5,M,77,43551.0,96240,101616,5376,131 days 00:00:00.000000000,14989.190839694656,,0
10331,2013-04-19 00:00:00,2013-05-19 00:00:00,2,F,32,43620.0,84815,85549,734,30 days 00:00:00.000000000,8936.45,,0
10332,2013-01-21 00:00:00,2013-09-17 00:00:00,8,M,73,44240.0,16730,18360,1630,239 days 00:00:00.000000000,2491.0355648535565,,0
10333,2012-09-01 00:00:00,2013-08-27 00:00:00,11,M,65,45385.0,11,6612,6601,360 days 00:00:00.000000000,6697.264583333334,,0
10334,2011-06-07 00:00:00,2012-07-21 00:00:00,14,M,64,45385.0,301,8295,7994,410 days 00:00:00.000000000,7121.484146341463,,0
10335,2010-02-20 00:00:00,2010-11-20 00:00:00,4,F,54,45240.0,23287,29599,6312,273 days 00:00:00.000000000,8444.901098901099,,0
10336,2011-11-18 00:00:00,2012-03-18 00:00:00,5,M,76,43214.0,47,2190,2143,121 days 00:00:00.000000000,6468.849173553719,,0
10337,2010-07-03 00:00:00,2011-07-01 00:00:00,11,M,43,44053.0,401,10117,9716,363 days 00:00:00.000000000,9776.223140495867,,0
10338,2013-03-04 00:00:00,2013-08-31 00:00:00,6,M,64,45371.0,43031,49356,6325,180 days 00:00:00.000000000,12834.479166666668,,0
10339,2012-12-13 00:00:00,2013-09-10 00:00:00,10,M,42,44001.0,73135,83596,10461,271 days 00:00:00.000000000,14099.189114391143,,0
10340,2012-03-05 00:00:00,2013-04-30 00:00:00,13,M,70,44233.0,358,11743,11385,421 days 00:00:00.000000000,9877.366389548695,,0
10341,2009-09-08 00:00:00,2010-11-02 00:00:00,14,F,78,44116.0,3644,8827,5183,420 days 00:00:00.000000000,4507.358928571429,,0
10342,2009-08-30 00:00:00,2012-06-05 00:00:00,17,M,25,43140.0,27486,74101,46615,1010 days 00:00:00.000000000,16857.553217821784,,0
10343,2011-05-29 00:00:00,2013-09-06 00:00:00,25,F,59,45644.0,10742,20959,10217,831 days 00:00:00.000000000,4490.685018050541,,0
10344,2010-06-12 00:00:00,2010-09-10 00:00:00,4,F,66,45011.0,8058,10429,2371,90 days 00:00:00.000000000,9622.308333333334,,0
10345,2012-12-03 00:00:00,2013-08-07 00:00:00,7,F,51,45381.0,48263,57161,8898,247 days 00:00:00.000000000,13157.872469635628,,0
10346,2013-09-10 00:00:00,2013-09-10 00:00:00,1,F,66,43537.0,578,578,0,0 days 00:00:00.000000000,,,0
10347,2010-08-15 00:00:00,2013-06-25 00:00:00,34,F,62,43537.0,518,29088,28570,1045 days 00:00:00.000000000,9985.83014354067,,0
10348,2011-07-26 00:00:00,2011-10-13 00:00:00,4,F,40,44606.0,32241,34833,2592,79 days 00:00:00.000000000,11983.898734177215,,0
10349,2009-09-05 00:00:00,2013-05-20 00:00:00,44,F,66,44236.0,5527,23187,17660,1353 days 00:00:00.000000000,4767.416851441241,5513.1900000000005,1
10350,2012-07-05 00:00:00,2013-08-28 00:00:00,13,F,39,45177.0,3506,31259,27753,419 days 00:00:00.000000000,24192.800119331743,,0
10351,2011-11-20 00:00:00,2012-02-07 00:00:00,4,M,30,44017.0,264,2089,1825,79 days 00:00:00.000000000,8437.737341772152,,0
10352,2011-05-22 00:00:00,2013-09-12 00:00:00,28,M,64,44001.0,46762,64983,18221,844 days 00:00:00.000000000,7885.332049763032,,0
10353,2009-11-10 00:00:00,2013-09-20 00:00:00,46,M,64,44117.0,73805,133846,60041,1410 days 00:00:00.000000000,15553.173936170213,,0
10354,2010-01-25 00:00:00,2013-09-06 00:00:00,43,M,56,45323.0,27525,79432,51907,1320 days 00:00:00.000000000,14362.902840909092,775.17,1
10355,2012-09-06 00:00:00,2013-08-01 00:00:00,11,,112,45246.0,59460,66950,7490,329 days 00:00:00.000000000,8315.265957446809,,0
10356,2013-09-12 00:00:00,2013-09-12 00:00:00,1,M,69,43724.0,544,544,0,0 days 00:00:00.000000000,,,0
10357,2011-05-05 00:00:00,2012-11-25 00:00:00,14,M,67,43724.0,48,19331,19283,570 days 00:00:00.000000000,12356.343421052632,,0
10358,2010-01-06 00:00:00,2011-02-26 00:00:00,13,M,65,43724.0,17567,30731,13164,416 days 00:00:00.000000000,11558.055288461537,,0
10359,2012-07-22 00:00:00,2013-09-15 00:00:00,15,F,52,45211.0,34032,43552,9520,420 days 00:00:00.000000000,8279.0,9309.43,1
10360,2012-10-09 00:00:00,2013-08-05 00:00:00,11,M,63,45385.0,94150,113159,19009,300 days 00:00:00.000000000,23143.4575,,0
10361,2010-03-28 00:00:00,2013-01-12 00:00:00,35,M,41,45011.0,38594,89876,51282,1021 days 00:00:00.000000000,18345.495102840352,,0
10362,2011-12-28 00:00:00,2012-02-04 00:00:00,2,M,36,45069.0,26401,30586,4185,38 days 00:00:00.000000000,40225.55921052631,,0
10363,2011-12-12 00:00:00,2013-08-03 00:00:00,7,M,56,45320.0,35804,66077,30273,600 days 00:00:00.000000000,18428.68875,,0
10364,2009-08-16 00:00:00,2013-08-25 00:00:00,49,F,44,44663.0,3480,62541,59061,1470 days 00:00:00.000000000,14674.850510204084,306.97999999999996,1
10365,2013-05-08 00:00:00,2013-08-21 00:00:00,4,F,19,44056.0,2154,6711,4557,105 days 00:00:00.000000000,15851.85,,0
10366,2013-05-24 00:00:00,2013-08-22 00:00:00,4,F,63,43545.0,48584,50519,1935,90 days 00:00:00.000000000,7852.875,,0
10367,2009-12-04 00:00:00,2013-09-16 00:00:00,43,M,71,45241.0,40756,66856,26100,1382 days 00:00:00.000000000,6897.992040520984,,0
10368,2012-09-20 00:00:00,2013-09-15 00:00:00,12,M,62,45505.0,47,4212,4165,360 days 00:00:00.000000000,4225.739583333334,,0
10369,2011-07-09 00:00:00,2012-07-03 00:00:00,13,M,61,45505.0,23,5932,5909,360 days 00:00:00.000000000,5995.172916666667,,0
10370,2010-02-17 00:00:00,2013-09-04 00:00:00,39,F,69,43701.0,21525,35347,13822,1295 days 00:00:00.000000000,3898.4444015444014,,0
10371,2010-08-16 00:00:00,2011-01-13 00:00:00,6,F,37,43755.0,13,7629,7616,150 days 00:00:00.000000000,18544.96,,0
10372,2011-03-22 00:00:00,2011-05-17 00:00:00,3,M,36,43302.0,322,1345,1023,56 days 00:00:00.000000000,6672.334821428572,828.27,1
10373,2011-05-25 00:00:00,2012-08-17 00:00:00,16,F,62,44406.0,18235,31709,13474,450 days 00:00:00.000000000,10936.396666666666,,0
10374,2012-08-01 00:00:00,2013-09-25 00:00:00,12,F,68,44120.0,7097,11143,4046,420 days 00:00:00.000000000,3518.5750000000003,,0
10375,2011-05-25 00:00:00,2011-10-18 00:00:00,6,F,72,44410.0,43930,47218,3288,146 days 00:00:00.000000000,8225.630136986301,,0
10376,2010-01-21 00:00:00,2013-08-01 00:00:00,41,M,48,43130.0,14365,24345,9980,1288 days 00:00:00.000000000,2830.120341614907,,0
10377,2010-04-19 00:00:00,2013-08-31 00:00:00,40,F,65,44134.0,6815,12051,5236,1230 days 00:00:00.000000000,1554.8365853658536,,0
10378,2010-05-04 00:00:00,2013-08-16 00:00:00,38,M,67,45817.0,8915,36134,27219,1200 days 00:00:00.000000000,8284.783125,,0
10379,2009-11-16 00:00:00,2009-12-16 00:00:00,2,F,62,43302.0,67688,69581,1893,30 days 00:00:00.000000000,23047.275,,0
10380,2011-08-10 00:00:00,2012-01-22 00:00:00,6,F,62,44203.0,310,4292,3982,165 days 00:00:00.000000000,8814.7,,0
10381,2011-11-06 00:00:00,2013-08-26 00:00:00,18,M,61,44306.0,2129,33548,31419,659 days 00:00:00.000000000,17413.944992412748,1154.02,1
10382,2011-02-07 00:00:00,2011-07-23 00:00:00,5,M,35,44256.0,678,7417,6739,166 days 00:00:00.000000000,14827.829819277109,,0
10383,2009-08-21 00:00:00,2013-09-02 00:00:00,40,F,73,44663.0,11170,29653,18483,1473 days 00:00:00.000000000,4583.106415478615,,0
10384,2010-04-20 00:00:00,2011-05-16 00:00:00,14,M,60,44111.0,5490,11031,5541,391 days 00:00:00.000000000,5176.0875959079285,,0
10385,2010-08-28 00:00:00,2012-11-15 00:00:00,28,M,78,44634.0,22732,37554,14822,810 days 00:00:00.000000000,6683.624074074074,,0
10386,2011-04-13 00:00:00,2011-10-11 00:00:00,7,F,24,45434.0,245,2287,2042,181 days 00:00:00.000000000,4120.665745856353,,0
10387,2009-09-08 00:00:00,2010-11-01 00:00:00,15,F,54,43537.0,9056,13668,4612,419 days 00:00:00.000000000,4020.365155131265,,0
10388,2010-12-20 00:00:00,2013-09-05 00:00:00,31,F,55,43537.0,66,9554,9488,990 days 00:00:00.000000000,3500.4969696969692,,0
10389,2012-03-07 00:00:00,2012-07-06 00:00:00,5,F,60,44406.0,391,1112,721,121 days 00:00:00.000000000,2176.4070247933882,,0
10390,2010-03-27 00:00:00,2013-09-25 00:00:00,28,M,62,43056.0,3380,6594,3214,1278 days 00:00:00.000000000,918.5551643192489,,0
10391,2011-06-07 00:00:00,2013-09-14 00:00:00,26,F,45,43528.0,454,43553,43099,830 days 00:00:00.000000000,18966.156325301206,1016.3499999999999,1
10392,2010-04-05 00:00:00,2013-06-28 00:00:00,33,F,72,44134.0,25364,55822,30458,1180 days 00:00:00.000000000,9427.78347457627,,0
10393,2011-03-29 00:00:00,2011-11-16 00:00:00,9,M,54,44001.0,552,7115,6563,232 days 00:00:00.000000000,10332.481681034482,,0
10394,2011-05-05 00:00:00,2011-06-05 00:00:00,2,M,47,43326.0,28681,30875,2194,31 days 00:00:00.000000000,25850.274193548386,,0
10395,2011-04-19 00:00:00,2013-09-03 00:00:00,29,F,43,44011.0,47242,58709,11467,868 days 00:00:00.000000000,4825.255472350231,,0
10396,2013-06-08 00:00:00,2013-09-06 00:00:00,4,M,74,43082.0,40179,42844,2665,90 days 00:00:00.000000000,10815.458333333334,,0
10397,2012-10-25 00:00:00,2013-08-21 00:00:00,11,F,61,44138.0,2499,9183,6684,300 days 00:00:00.000000000,8137.77,,0
10398,2013-04-05 00:00:00,2013-08-04 00:00:00,5,M,57,43202.0,28346,31395,3049,121 days 00:00:00.000000000,9203.696280991735,,0
10399,2010-05-20 00:00:00,2011-12-12 00:00:00,20,M,63,44301.0,37759,50303,12544,571 days 00:00:00.000000000,8023.985989492119,360.93,1
10400,2011-08-30 00:00:00,2013-03-22 00:00:00,20,M,49,45102.0,923,33241,32318,570 days 00:00:00.000000000,20709.034210526315,,0
10401,2009-11-12 00:00:00,2011-11-30 00:00:00,25,F,31,43065.0,78705,98277,19572,748 days 00:00:00.000000000,9557.049465240643,,0
10402,2013-01-16 00:00:00,2013-08-13 00:00:00,8,M,35,45011.0,7204,16232,9028,209 days 00:00:00.000000000,15777.401913875598,,0
10403,2011-01-20 00:00:00,2011-06-20 00:00:00,6,M,26,44130.0,1039,7612,6573,151 days 00:00:00.000000000,15899.259933774834,,0
10404,2011-03-18 00:00:00,2013-09-24 00:00:00,30,M,53,45387.0,34657,53374,18717,921 days 00:00:00.000000000,7422.784201954398,,0
10405,2010-04-16 00:00:00,2013-08-28 00:00:00,40,F,57,43613.0,59,18928,18869,1230 days 00:00:00.000000000,5603.1725609756095,,0
10406,2011-06-02 00:00:00,2011-09-20 00:00:00,4,M,44,45069.0,412,6952,6540,110 days 00:00:00.000000000,21715.772727272728,,0
10407,2012-11-01 00:00:00,2013-08-27 00:00:00,9,F,61,45040.0,13706,17590,3884,299 days 00:00:00.000000000,4744.585284280936,,0
10408,2010-08-15 00:00:00,2011-03-12 00:00:00,8,M,19,43031.0,946,7049,6103,209 days 00:00:00.000000000,10665.6495215311,,0
10409,2009-12-21 00:00:00,2011-04-15 00:00:00,17,F,52,45371.0,24578,48668,24090,480 days 00:00:00.000000000,18330.984375,,0
10410,2012-04-22 00:00:00,2012-08-28 00:00:00,5,M,51,43758.0,610,2537,1927,128 days 00:00:00.000000000,5498.724609375,2441.37,1
10411,2011-05-24 00:00:00,2011-10-12 00:00:00,6,M,59,44060.0,856,12109,11253,141 days 00:00:00.000000000,29150.058510638297,,0
10412,2012-04-27 00:00:00,2013-09-02 00:00:00,17,M,73,45066.0,311,10053,9742,493 days 00:00:00.000000000,7217.577079107506,488.51,1
10413,2011-04-14 00:00:00,2013-08-01 00:00:00,25,M,63,44691.0,23800,37581,13781,840 days 00:00:00.000000000,5992.274107142857,,0
10414,2012-02-18 00:00:00,2013-09-10 00:00:00,19,F,58,45429.0,5149,13551,8402,570 days 00:00:00.000000000,5383.913157894736,,0
10415,2011-09-17 00:00:00,2012-10-13 00:00:00,12,F,55,44515.0,4276,10748,6472,392 days 00:00:00.000000000,6030.352040816327,,0
10416,2009-08-26 00:00:00,2010-03-24 00:00:00,8,F,53,44515.0,9964,13229,3265,210 days 00:00:00.000000000,5678.767857142858,,0
10417,2013-04-01 00:00:00,2013-08-28 00:00:00,5,F,65,43140.0,8662,15235,6573,149 days 00:00:00.000000000,16112.672818791945,,0
10418,2011-04-14 00:00:00,2013-08-31 00:00:00,29,F,77,45236.0,3370,10373,7003,870 days 00:00:00.000000000,2940.052586206896,,0
10419,2010-11-03 00:00:00,2012-06-21 00:00:00,17,F,62,43081.0,481,14049,13568,596 days 00:00:00.000000000,8314.953020134228,,0
10420,2013-01-14 00:00:00,2013-09-11 00:00:00,8,F,69,43545.0,27141,34933,7792,240 days 00:00:00.000000000,11858.45,,0
10421,2011-04-11 00:00:00,2013-02-14 00:00:00,22,M,48,44130.0,276,12060,11784,675 days 00:00:00.000000000,6376.453333333333,,0
10422,2012-10-14 00:00:00,2013-09-09 00:00:00,12,F,56,44870.0,68942,72891,3949,330 days 00:00:00.000000000,4370.825,,0
10423,2011-10-13 00:00:00,2012-02-10 00:00:00,4,M,39,44089.0,2558,11528,8970,120 days 00:00:00.000000000,27302.4375,,0
10424,2013-02-12 00:00:00,2013-08-12 00:00:00,7,F,43,44903.0,31262,46202,14940,181 days 00:00:00.000000000,30148.259668508286,,0
10425,2011-07-09 00:00:00,2012-04-24 00:00:00,8,F,76,45247.0,1276,10289,9013,290 days 00:00:00.000000000,11351.718103448276,37104.16,1
10426,2012-05-21 00:00:00,2012-10-16 00:00:00,6,F,44,45208.0,3695,9518,5823,148 days 00:00:00.000000000,14370.613175675677,0.0,1
10427,2011-08-09 00:00:00,2011-12-22 00:00:00,5,M,48,44136.0,1164,4036,2872,135 days 00:00:00.000000000,7770.355555555556,,0
10428,2009-09-05 00:00:00,2011-08-26 00:00:00,24,M,46,43537.0,6232,14368,8136,720 days 00:00:00.000000000,4127.325,,0
10429,2011-03-03 00:00:00,2011-08-14 00:00:00,6,F,40,44212.0,695,6853,6158,164 days 00:00:00.000000000,13714.69207317073,,0
10430,2010-01-02 00:00:00,2011-02-03 00:00:00,12,M,61,43570.0,742,3807,3065,397 days 00:00:00.000000000,2819.8772040302265,,0
10431,2011-06-07 00:00:00,2013-08-29 00:00:00,26,F,64,45449.0,9140,26839,17699,814 days 00:00:00.000000000,7941.719594594595,1233.0,1
10432,2011-04-08 00:00:00,2011-05-09 00:00:00,2,M,71,44012.0,47545,48135,590,31 days 00:00:00.000000000,6951.532258064516,0.0,1
10433,2011-04-15 00:00:00,2012-11-03 00:00:00,20,M,56,45424.0,2042,19492,17450,568 days 00:00:00.000000000,11221.148767605633,,0
10434,2012-01-09 00:00:00,2012-04-19 00:00:00,4,M,46,44001.0,895,3457,2562,101 days 00:00:00.000000000,9265.054455445545,,0
10435,2010-01-07 00:00:00,2010-09-06 00:00:00,9,M,59,43146.0,306,10325,10019,242 days 00:00:00.000000000,15121.651859504133,222.77999999999997,1
